time,latitude,longitude,RegionCode,SubRegion,SiteName,Depth,Location,InstrumentType,ProjectCode,tag_number,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion,PostCTAccretionRate,accession_url
UTC,degrees_north,degrees_east,,,,m,,,,,,UTC,UTC,years,,cm,g,g,cm3,g/cm3,g/cm3,g,g,cm3,g/cm3,cm3,cm3/yr,cm3,cm3/yr,cm3,cm3/yr,
2016-09-10T00:00:00Z,27.86679,-175.73358,PHR,,Pearl & Hermes,14.3256,PHR-51,BMU,NCRMP,1609,NOT RECOVERED,2016-09-10T00:00:00Z,,NaN,P. lobata,5x2x1,16.9501,33.1124,12.625,1.342582178,1.375088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-11T00:00:00Z,27.79316,-175.99722,PHR,,Pearl & Hermes,14.3256,PHR-54,BMU,NCRMP,1610,NOT RECOVERED,2016-09-11T00:00:00Z,,NaN,P. lobata,5x2x1,17.5899,34.3368,12.9384,1.359511222,1.39336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-25T00:00:00Z,23.87806,-166.291,FFS,,French Frigate,16.764,FFS-42,BMU,NCRMP,1611,NOT RECOVERED,2016-09-25T00:00:00Z,,NaN,P. lobata,5x2x1,15.457,32.424,12.8575,1.202177717,1.203184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-25T00:00:00Z,23.87806,-166.291,FFS,,French Frigate,16.764,FFS-42,BMU,NCRMP,1612,NOT RECOVERED,2016-09-25T00:00:00Z,,NaN,P. lobata,5x2x1,15.8391,32.4936,11.9985,1.320090011,1.337088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-25T00:00:00Z,23.87806,-166.291,FFS,,French Frigate,16.764,FFS-42,BMU,NCRMP,1613,NOT RECOVERED,2016-09-25T00:00:00Z,,NaN,P. lobata,5x2x1,14.8225,31.9054,11.8142,1.254634254,1.2644648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-25T00:00:00Z,23.87806,-166.291,FFS,,French Frigate,16.764,FFS-42,BMU,NCRMP,1614,NOT RECOVERED,2016-09-25T00:00:00Z,,NaN,P. lobata,5x2x1,15.9797,33.0267,13.3953,1.192933342,1.1910216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-25T00:00:00Z,23.87806,-166.291,FFS,,French Frigate,16.764,FFS-42,BMU,NCRMP,1615,NOT RECOVERED,2016-09-25T00:00:00Z,,NaN,P. lobata,5x2x1,18.8057,35.9284,13.4007,1.403337139,1.442208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-24T00:00:00Z,23.83515,-166.11682,FFS,,French Frigate,16.1544,FFS-44,BMU,NCRMP,1616,NOT RECOVERED,2016-09-24T00:00:00Z,,NaN,P. lobata,5x2x1,17.0046,33.9098,12.5591,1.353966447,1.3902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-24T00:00:00Z,23.83515,-166.11682,FFS,,French Frigate,16.1544,FFS-44,BMU,NCRMP,1617,NOT RECOVERED,2016-09-24T00:00:00Z,,NaN,P. lobata,5x2x1,16.2756,32.9747,11.7083,1.39009079,1.42364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-24T00:00:00Z,23.83515,-166.11682,FFS,,French Frigate,16.1544,FFS-44,BMU,NCRMP,1618,NOT RECOVERED,2016-09-24T00:00:00Z,,NaN,P. lobata,5x2x1,15.1742,32.0895,12.8682,1.179201442,1.171624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
